File: bigger.txt has 51656 possible domains...
4170 new domains were found and added to final...txt
root@player:/media/sf__root_Desktop_injector_/bug# bugscanner final...txt --deep 3 -M wss -P myclass.1forum.my.id:8080
host             code  server                hostname
23.35.195.171    400   AkamaiGHost           a23-35-195-171.deploy.static.akamaitechnologies.com                                                      
23.199.54.57     400   AkamaiGHost           a23-199-54-57.deploy.static.akamaitechnologies.com                                                       
23.220.172.25    400   AkamaiGHost           itunes.apple.com.edgekey.net
23.220.172.25    400   AkamaiGHost           e673.dsce9.akamaiedge.net
157.240.217.60   400                         mmx-ds.cdn.whatsapp.net
36.86.63.182     302   BigIP                 azuredns-hostmaster.microsoft.com
104.18.3.2       301   cloudflare            bayar.ruangguru.com
67.199.248.11    302   nginx                 bit.ly
172.67.202.109   400   cloudflare            bayar.kalananti.id
157.240.218.60   400                         blog.whatsapp.com
193.51.208.69    301   Apache/2.4.54 (Debian)  arthur.ercim.eu
157.240.218.60   400                         www.whatsapp.com
172.67.193.31    301   cloudflare            brainacademy.id
199.60.103.28    501   cloudflare            blog.skillacademy.com
199.60.103.28    301   cloudflare            blog.skillacademy.com2828691.group41.sites.hubspot.net
104.244.42.131   400   tsa_k                 business.twitter.com
104.18.24.139    501   cloudflare            camp.skillacademy.com
36.86.63.182     302   BigIP                 business.twitter.coms.twitter.com
104.244.42.131   400   tsa_k                 s.twitter.com
104.18.2.2       301   cloudflare            career.ruangguru.com
23.195.104.104   400   AkamaiGHost           careers.tiktok.com.edgesuite.net                                                                         
159.138.102.231  403   elb                   appgallery.huawei.com
199.60.103.228   501   cloudflare            blog.schoters.com
23.195.104.104   400   AkamaiGHost           careers.tiktok.com
36.86.63.182     302   BigIP                 110.196.250.142.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 11.248.199.67.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 110.199.250.142.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 107.13.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 111.51.16.104.in-addr.arpa
36.86.63.182     302   BigIP                 114.182.16.104.in-addr.arpa
36.86.63.182     302   BigIP                 103.60.199.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 115.8.18.104.in-addr.arpa
36.86.63.182     302   BigIP                 115.12.51.184.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 115.9.18.104.in-addr.arpa
36.86.63.182     302   BigIP                 113.12.51.184.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 137.252.106.109.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 16.104.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 139.24.18.104.in-addr.arpa
36.86.63.182     302   BigIP                 120.12.51.184.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 174.77.13.31.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 185.65.18.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 171.195.35.23.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 100.52.30.128.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 2.2.18.104.in-addr.arpa
36.86.63.182     302   BigIP                 18.104.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 14.42.107.13.in-addr.arpa
36.86.63.182     302   BigIP                 19.23.18.104.in-addr.arpa
36.86.63.182     302   BigIP                 20.104.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 2.3.18.104.in-addr.arpa
36.86.63.182     302   BigIP                 21.104.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 23.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 248.199.67.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 205.39.179.54.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 236.8.26.104.in-addr.arpa
36.86.63.182     302   BigIP                 26.104.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 243.11.21.104.in-addr.arpa
36.86.63.182     302   BigIP                 228.103.60.199.in-addr.arpa
36.86.63.182     302   BigIP                 27.32.239.216.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 33.249.43.23.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 33.13.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 28.103.60.199.in-addr.arpa
36.86.63.182     302   BigIP                 37.22.21.104.in-addr.arpa
36.86.63.182     302   BigIP                 4.174.33.13.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 3.0.185.23.in-addr.arpa
199.60.103.28    301   cloudflare            2828691.group41.sites.hubspot.net
36.86.63.182     302   BigIP                 46.161.217.172.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 208.51.193.in-addr.arpa.dns.google.com
199.60.103.228   501   cloudflare            group41.sites.hscoscdn40.net
36.86.63.182     302   BigIP                 35.75.13.31.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 39.179.54.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 41.39.106.in-addr.arpa.dns.google.com
35.201.118.58    301   nginx                 58.118.201.35.bc.googleusercontent.com
36.86.63.182     302   BigIP                 58.118.201.35.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 41.54.199.23.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 60.77.13.31.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 60.75.13.31.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 57.54.199.23.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 65.139.20.104.in-addr.arpa
36.86.63.182     302   BigIP                 66.174.33.13.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 78.161.217.172.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 99.185.65.18.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 46.41.39.106.in-addr.arpa
36.86.63.182     302   BigIP                 90.12.51.184.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 83.12.51.184.in-addr.arpa.dns.google.com
184.51.12.120    400   AkamaiGHost           a184-51-12-120.deploy.static.akamaitechnologies.com                                                      
184.51.12.113    400   AkamaiGHost           a184-51-12-113.deploy.static.akamaitechnologies.com                                                      
23.195.104.145   400   AkamaiGHost           a1851.r.akamai.net
23.195.104.104   400   AkamaiGHost           a1881.r.akamai.net
23.195.104.144   400   AkamaiGHost           a1933.r.akamai.net
23.195.104.73    400   AkamaiGHost           a1958.r.akamai.net
23.195.104.120   400   AkamaiGHost           a2047.r.akamai.net
23.195.104.130   400   AkamaiGHost           a1991.r.akamai.net
184.51.12.115    400   AkamaiGHost           a184-51-12-115.deploy.static.akamaitechnologies.com                                                      
36.86.63.182     302   BigIP                 69.208.51.193.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 52.30.128.in-addr.arpa.dns.google.com
184.51.12.83     400   AkamaiGHost           a184-51-12-83.deploy.static.akamaitechnologies.com                                                       
184.51.12.90     400   AkamaiGHost           a184-51-12-90.deploy.static.akamaitechnologies.com                                                       
104.21.13.90     301   cloudflare            altaschool.id
23.199.54.41     400   AkamaiGHost           a23-199-54-41.deploy.static.akamaitechnologies.com                                                       
23.43.249.33     400   AkamaiGHost           a23-43-249-33.deploy.static.akamaitechnologies.com                                                       
104.18.8.115     301   cloudflare            api.ruangkerja.id
104.18.2.2       301   cloudflare            app.ruangguru.com
157.240.217.60   400                         api.whatsapp.com
23.220.172.25    400   AkamaiGHost           apps.apple.com
216.239.32.27    404                         any-in-201b.1e100.net
23.220.172.25    400   AkamaiGHost           itunes-cdn.itunes-apple.com.akadns.net                                                                   
157.240.217.60   400                         web.whatsapp.com
23.35.195.171    400   AkamaiGHost           a23-35-195-171.deploy.static.akamaitechnologies.com                                                      
23.199.54.57     400   AkamaiGHost           a23-199-54-57.deploy.static.akamaitechnologies.com                                                       
23.220.172.25    400   AkamaiGHost           itunes.apple.com.edgekey.net
23.220.172.25    400   AkamaiGHost           e673.dsce9.akamaiedge.net
157.240.217.60   400                         mmx-ds.cdn.whatsapp.net
36.86.63.182     302   BigIP                 azuredns-hostmaster.microsoft.com
104.18.3.2       301   cloudflare            bayar.ruangguru.com
67.199.248.11    302   nginx                 bit.ly
172.67.202.109   400   cloudflare            bayar.kalananti.id
157.240.218.60   400                         blog.whatsapp.com
193.51.208.69    301   Apache/2.4.54 (Debian)  arthur.ercim.eu
157.240.218.60   400                         www.whatsapp.com
172.67.193.31    301   cloudflare            brainacademy.id
199.60.103.28    501   cloudflare            blog.skillacademy.com
199.60.103.28    301   cloudflare            blog.skillacademy.com2828691.group41.sites.hubspot.net
104.244.42.131   400   tsa_k                 business.twitter.com
104.18.24.139    501   cloudflare            camp.skillacademy.com
36.86.63.182     302   BigIP                 business.twitter.coms.twitter.com
104.244.42.131   400   tsa_k                 s.twitter.com
104.18.2.2       301   cloudflare            career.ruangguru.com
23.195.104.104   400   AkamaiGHost           careers.tiktok.com.edgesuite.net                                                                         
159.138.102.231  403   elb                   appgallery.huawei.com
199.60.103.228   501   cloudflare            blog.schoters.com
23.195.104.104   400   AkamaiGHost           careers.tiktok.com
23.195.104.145   400   AkamaiGHost           developers.tiktok.com.edgesuite.net                                                                      
54.179.39.205    302   Apache                careers.schoters.com
23.195.104.145   400   AkamaiGHost           developers.tiktok.com
142.250.4.138    502                         developers.google.com
WSS http://careermentoring.skillacademy.com2828691.group41.sites.hubspot.ne199.60.103.228   501   cloudflare            careermentoring.skillacademy.com
36.86.63.182     302   BigIP                 developers.tiktok.comdevelopers.tiktok.com.edgesuite.net
199.60.103.28    301   cloudflare            careermentoring.skillacademy.com2828691.group41.sites.hubspot.net
104.16.133.229   301   cloudflare            dns.cloudflare.com
118.98.97.145    400   AkamaiGHost           e100342.dscb.akamaiedge.net
36.86.63.182     302   BigIP                 dns.dnsmadeeasy.com
172.217.194.101  502                         docs.google.com
54.179.39.205    302   Apache                ec2-54-179-39-205.ap-southeast-1.compute.amazonaws.com
31.13.75.35      400                         edge-star-mini-shv-02-hkt1.facebook.com
36.86.63.182     302   BigIP                 dns-ops.arin.net
36.86.63.182     302   BigIP                 ecs-159-138-102-231.compute.hwclouds-dns.com
199.60.103.228   301   cloudflare            education.ruangpeduli.org2828691.group41.sites.hubspot.net
199.60.103.228   501   cloudflare            education.ruangpeduli.org
199.60.103.228   501   cloudflare            enterprise.skillacademy.com
199.60.103.28    301   cloudflare            enterprise.skillacademy.com2828691.group41.sites.hubspot.net
106.39.41.46     301   none                  ev.buaa.edu.cn
199.60.103.228   301   cloudflare            event.skillacademy.com2828691.group41.sites.hubspot.net
104.16.182.114   301   cloudflare            f.hubspotusercontent40.net
31.13.68.60      400                         faq.whatsapp.com
199.60.103.28    501   cloudflare            event.skillacademy.com
35.201.118.58    302   CacheX v2.1           form.jotform.com
35.201.118.58    301   nginx                 go.lb.jotform.com
216.239.32.27    405                         g.page
31.13.68.174     400                         geo-p42.instagram.com
31.13.68.174     400                         z-p42-instagram.c10r.instagram.com
23.185.0.3       405   nginx                 fe3.edge.pantheon.io
106.39.41.46     500                         proxy.buaa.edu.cn
36.86.63.182     302   BigIP                 imprint.html
104.244.42.67    400   tsa_k                 help.twitter.com
31.13.77.174     400                         instagram-p42-shv-01-hkt1.fbcdn.net
128.30.52.100    301                         hans-moleman.w3.org
199.60.103.28    301   cloudflare            instructor.skillacademy.com2828691.group41.sites.hubspot.net
199.60.103.28    501   cloudflare            instructor.skillacademy.com
193.51.193.133                               dns-ext2.inria.fr
13.107.42.14     400                         l-0005.l-msedge.net
104.21.22.37     400   cloudflare            kalananti.id
172.67.193.31    301   cloudflare            kelas.brainacademy.id
104.18.3.2       301   cloudflare            kelas.ruangguru.com
193.51.208.13                                dns.inria.fr
104.244.42.195   400   tsa_k                 legal.twitter.com
104.18.22.19     409   cloudflare            lists.w3.org.cdn.cloudflare.net
104.18.8.115     301   cloudflare            lms.ruangkerja.id
104.16.51.111    405   cloudflare            layanan.ruangguru.com
162.159.128.7    405   cloudflare            layanan.ruangguru.comruangguruhelp.zendesk.com
142.250.4.101    502                         maps.app.goo.gl
199.60.103.28    501   cloudflare            liga.ruangguru.com
104.16.53.111    405   cloudflare            ruangguruhelp.zendesk.com
104.18.22.19     301   cloudflare            lists.w3.org
23.195.104.138   400   AkamaiGHost           newsroom.tiktok.com
23.195.104.130   400   AkamaiGHost           newsroom.tiktok.com.edgesuite.net                                                                        
199.60.103.228   301   cloudflare            mitra.skillacademy.com2828691.group41.sites.hubspot.net
23.185.0.3       405   nginx                 live-csail.pantheonsite.io
199.60.103.228   501   cloudflare            mitra.skillacademy.com
172.217.161.46   404                         nrt12s23-in-f14.1e100.net
142.250.199.110  404                         nrt13s52-in-f14.1e100.net
142.250.196.110  404                         nrt12s35-in-f14.1e100.net
172.217.161.78   404                         nrt20s09-in-f14.1e100.net
109.106.252.137  400   LiteSpeed             menloparkschool.com
205.251.197.211                              ns-1491.awsdns-58.org
205.251.199.224                              ns-2016.awsdns-60.co.uk
205.251.193.69                               ns-325.awsdns-40.com
205.251.194.241                              ns-753.awsdns-30.net
108.162.192.88                               cruz.ns.cloudflare.com
208.94.148.2                                 ns0.dnsmadeeasy.com
40.90.4.7                                    ns1-07.azure-dns.com
205.251.197.76                               ns1-24-ap-southeast-1.ec2-rdns.amazonaws.com
205.251.199.211                              ns2-24-ap-southeast-1.ec2-rdns.amazonaws.com
128.30.52.200                                ns1.w3.org
142.251.12.138   405                         play.google.com
205.251.194.89                               ns3-24-ap-southeast-1.ec2-rdns.amazonaws.com
128.30.52.201                                ns2.w3.org
172.67.219.105   301   cloudflare            roboguru.id
199.60.103.28    301   cloudflare            promo.skillacademy.com2828691.group41.sites.hubspot.net
104.18.3.2       301   cloudflare            roboguru.ruangguru.com
199.60.103.228   501   cloudflare            promo.skillacademy.com
104.18.2.2       301   cloudflare            ruangguru.com
104.18.9.115     301   cloudflare            ruangkerja.id
54.192.150.3     403   CloudFront            ruangguru.onelink.me
13.33.174.66     403   CloudFront            server-13-33-174-66.nrt57.r.cloudfront.net
18.65.185.105    403   CloudFront            server-18-65-185-105.nrt57.r.cloudfront.net
13.33.174.4      403   CloudFront            server-13-33-174-4.nrt57.r.cloudfront.net
173.245.58.205                               molly.ns.cloudflare.com
36.86.63.182     302   BigIP                 siteindex.html
18.65.185.99     403   CloudFront            server-18-65-185-99.nrt57.r.cloudfront.net
157.240.218.35   400                         star-mini.c10r.facebook.com
104.18.25.139    301   cloudflare            skillacademy.com
104.21.12.219    301   cloudflare            skillacademy.id
23.195.104.144   400   AkamaiGHost           support.tiktok.com
23.195.104.88    400   AkamaiGHost           support.tiktok.com.edgesuite.net                                                                         
109.106.252.101  400   LiteSpeed             srv128.niagahoster.com
104.244.42.199   400   tsa_k                 support.twitter.com
199.60.103.28    301   cloudflare            sunsilk.skillacademy.com2828691.group41.sites.hubspot.net
104.20.138.65    301   cloudflare            tinyurl.com
199.60.103.228   501   cloudflare            sunsilk.skillacademy.com
104.244.42.129   400   tsa_k                 twitter.com
104.18.3.2       301   cloudflare            ticketing.ruangguru.com
31.13.68.60      400                         wa.me
104.26.9.236     301   cloudflare            wa.link
205.251.192.91                               ns4-24-ap-southeast-1.ec2-rdns.amazonaws.com
193.51.208.66                                ns3.w3.org
36.86.63.182     302   BigIP                 sww.xd-dns.bjtelecom.net
31.13.77.60      400                         whatsapp-cdn-shv-01-hkt1.fbcdn.net
204.74.108.1                                 pdns1.ultradns.net
13.107.42.14     400                         www-linkedin-com.l-0005.l-msedge.net
31.13.75.60      400                         whatsapp-cdn-shv-02-hkt1.fbcdn.net
23.195.104.73    400   AkamaiGHost           www.bytedance.com.edgesuite.net                                                                          
36.86.63.182     302   BigIP                 www.englis
31.13.68.35      400                         www.facebook.com
157.240.218.174  400                         www.instagram.com
199.60.103.28    501   cloudflare            www.brainacademy.id
193.51.208.69    301   Apache/2.4.54 (Debian)  web-joomla.ercim.eu
118.98.97.145    400   AkamaiGHost           www.keio.ac.jp
118.98.97.145    400   AkamaiGHost           www.keio.ac.jp.edgekey.net
199.60.103.228   501   cloudflare            www.altaschool.id
118.98.30.235    400   AkamaiGHost           www.keio.ac.jp.edgekey.net
23.195.104.73    400   AkamaiGHost           www.bytedance.com
13.107.42.14     999                         www.linkedin.com
23.195.104.98    400   AkamaiGHost           www.tiktok.com
23.195.104.97    400   AkamaiGHost           www.tiktok.com.edgesuite.net
199.60.103.228   501   cloudflare            www.ruangpeduli.org
193.51.208.69    301   Apache/2.4.54 (Debian)  www.ercim.eu
142.251.10.93    405                         www.youtube.com
199.60.103.228   501   cloudflare            www.ruangguru.com
142.250.4.136    404                         youtube-ui.l.google.com
199.60.103.228   501   cloudflare            www.ruangkerja.id
54.192.150.121   403   CloudFront            www.schoters.com
128.30.52.100    301                         www.w3.org
142.251.10.190   405                         youtu.be
199.212.0.63                                 z.arin.net
23.185.0.3       405   nginx                 www.csail.mit.edu
36.86.63.182     302   BigIP                 0.62.74.52.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 105.54.199.23.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 101.109.60.23.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 106.126.59.137.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 109.202.65.18.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 111.53.16.104.in-addr.arpa
36.86.63.182     302   BigIP                 114.251.65.172.in-addr.arpa
36.86.63.182     302   BigIP                 118.154.103.in-addr.arpa.dns.google.com
156.154.64.10                                x1.amazonaws.com
156.154.65.10                                x2.amazonaws.com
108.59.163.31                                x3.amazonaws.org
36.86.63.182     302   BigIP                 12.248.199.67.in-addr.arpa.dns.google.com
108.59.164.31                                x4.amazonaws.org
36.86.63.182     302   BigIP                 123.185.65.18.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 132.42.251.142.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 123.184.166.188.in-addr.arpa
36.86.63.182     302   BigIP                 125.21.128.178.in-addr.arpa
36.86.63.182     302   BigIP                 139.147.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 14.0.26.104.in-addr.arpa
219.141.148.19                               xd-dns.bjtelecom.net
36.86.63.182     302   BigIP                 124.149.78.112.in-addr.arpa
36.86.63.182     302   BigIP                 133.130.101.151.in-addr.arpa
36.86.63.182     302   BigIP                 141.26.142.18.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 145.23.49.198.in-addr.arpa
36.86.63.182     302   BigIP                 133.66.101.151.in-addr.arpa
36.86.63.182     302   BigIP                 140.136.18.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 151.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 158.14.22.104.in-addr.arpa
36.86.63.182     302   BigIP                 164.221.52.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 168.65.18.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 148.31.74.52.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 146.10.92.153.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 169.55.93.103.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 17.104.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 164.21.76.76.in-addr.arpa
36.86.63.182     302   BigIP                 171.156.67.172.in-addr.arpa
34.96.114.176    301                         176.114.96.34.bc.googleusercontent.com
36.86.63.182     302   BigIP                 17.77.13.31.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 175.245.60.45.in-addr.arpa
36.86.63.182     302   BigIP                 149.78.112.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 176.114.96.34.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 193.78.0.192.in-addr.arpa
36.86.63.182     302   BigIP                 192.14.103.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 19.215.253.103.in-addr.arpa
36.86.63.182     302   BigIP                 19.207.250.142.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 165.40.155.66.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 184.166.188.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 202.65.18.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 198.8.18.104.in-addr.arpa
36.86.63.182     302   BigIP                 198.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 206.42.251.142.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 208.10.18.104.in-addr.arpa
127.0.0.1                                    215.253.103.in-addr.arpa
36.86.63.182     302   BigIP                 207.30.21.104.in-addr.arpa
36.86.63.182     302   BigIP                 215.21.152.202.in-addr.arpa
36.86.63.182     302   BigIP                 21.128.178.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 210.73.42.23.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 22.104.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 21.152.202.in-addr.arpa.dns.google.com
170.33.13.82     410   Tengine               1892e0kwgp71oj1l.aliyunddos0011.com
35.190.21.225    400   Varnish               225.21.190.35.bc.googleusercontent.com                                                                   
36.86.63.182     302   BigIP                 222.213.13.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 225.13.in-addr.arpa.dns.google.com
36.86.63.182     302   BigIP                 231.130.18.104.in-addr.arpa
